day,month,year,cloud_cover,global_radiation,max_temp,mean_temp,min_temp,pressure
28,3,1981.0,4.0,124.0,11.0,4.0,0.4,101310.0
29,3,1981.0,8.0,46.0,11.1,9.2,5.0,101280.0
30,3,1981.0,8.0,36.0,3.7,5.8,2.3,102530.0
31,3,1981.0,7.0,39.0,11.1,7.6,3.2,101970.0
1,4,1981.0,6.0,152.0,12.8,13.9,8.7,100950.0
2,4,1981.0,6.0,156.0,14.5,7.9,2.5,102750.0
3,4,1981.0,4.0,121.0,14.3,5.8,1.9,103550.0
4,4,1981.0,4.0,182.0,10.6,5.8,2.9,103490.0
5,4,1981.0,6.0,121.0,10.3,6.4,1.2,100920.0
6,4,1981.0,8.0,86.0,22.7,11.0,8.5,101550.0
7,4,1981.0,7.0,38.0,9.8,5.2,2.7,100800.0
8,4,1981.0,5.0,154.0,15.7,9.2,4.9,100770.0
9,4,1981.0,8.0,93.0,17.3,13.0,9.5,101770.0
10,4,1981.0,6.0,76.0,12.8,10.2,8.3,100690.0
11,4,1981.0,6.0,120.0,11.1,6.9,1.6,103100.0
12,4,1981.0,4.0,147.0,5.3,6.4,1.8,102130.0
13,4,1981.0,6.0,122.0,17.5,9.0,5.3,102600.0
14,4,1981.0,6.0,140.0,16.6,13.6,10.3,102250.0
15,4,1981.0,4.0,185.0,10.2,5.8,1.4,102000.0
16,4,1981.0,4.0,149.0,16.9,11.4,7.2,100420.0
17,4,1981.0,2.0,213.0,11.1,11.2,7.8,101540.0
18,4,1981.0,7.0,187.0,19.3,9.8,5.7,101890.0
19,4,1981.0,6.0,176.0,12.2,10.0,6.0,100920.0
20,4,1981.0,7.0,111.0,12.9,10.2,7.2,100440.0
21,4,1981.0,5.0,164.0,10.2,6.0,1.0,102310.0
22,4,1981.0,7.0,182.0,16.7,14.8,10.9,101470.0
23,4,1981.0,5.0,247.0,15.3,12.7,8.9,101880.0
24,4,1981.0,6.0,180.0,16.3,14.6,10.7,102550.0
25,4,1981.0,5.0,145.0,13.6,8.0,7.5,102020.0
26,4,1981.0,2.0,248.0,14.6,10.4,4.0,101720.0
27,4,1981.0,3.0,224.0,12.8,5.8,2.1,102650.0
28,4,1981.0,5.0,163.0,12.3,10.9,5.4,101210.0
29,4,1981.0,6.0,79.0,9.2,3.6,1.9,102780.0
30,4,1981.0,6.0,113.0,11.5,8.3,5.8,100810.0
1,5,1981.0,7.0,77.0,14.7,9.5,6.5,102260.0
2,5,1981.0,7.0,58.0,9.6,5.2,1.1,102530.0
3,5,1981.0,7.0,168.0,14.0,10.0,7.4,99470.0
4,5,1981.0,5.0,259.0,19.4,16.0,11.1,102290.0
5,5,1981.0,6.0,168.0,14.1,10.0,5.9,101870.0
6,5,1981.0,6.0,218.0,18.8,12.8,8.3,101970.0
7,5,1981.0,7.0,70.0,12.8,11.6,8.6,102670.0
8,5,1981.0,7.0,149.0,12.1,8.8,3.4,101620.0
9,5,1981.0,5.0,259.0,18.9,12.5,5.5,101770.0
10,5,1981.0,5.0,251.0,17.0,11.1,6.7,101620.0
11,5,1981.0,3.0,285.0,16.0,11.6,5.5,101910.0
12,5,1981.0,8.0,79.0,10.7,10.7,6.5,100560.0
13,5,1981.0,5.0,256.0,17.9,12.3,6.7,101870.0
14,5,1981.0,6.0,213.0,18.5,11.4,6.7,102740.0
15,5,1981.0,5.0,237.0,14.1,13.2,9.2,102600.0
16,5,1981.0,2.0,288.0,18.7,16.4,11.5,101900.0
17,5,1981.0,6.0,174.0,21.6,14.8,9.3,101610.0
18,5,1981.0,4.0,278.0,21.6,17.6,8.8,102100.0
19,5,1981.0,6.0,231.0,15.4,13.0,8.0,101830.0
20,5,1981.0,3.0,275.0,20.2,15.0,10.0,101480.0
21,5,1981.0,6.0,163.0,14.8,10.0,7.0,101520.0
22,5,1981.0,6.0,277.0,17.8,12.2,8.2,102230.0
23,5,1981.0,6.0,256.0,14.4,9.1,5.7,101400.0
24,5,1981.0,5.0,258.0,16.9,11.2,6.2,101980.0
25,5,1981.0,7.0,80.0,15.4,10.4,9.0,101900.0
26,5,1981.0,7.0,94.0,14.1,9.7,6.0,101910.0
27,5,1981.0,6.0,230.0,20.2,13.1,7.6,101940.0
28,5,1981.0,3.0,306.0,19.0,11.0,5.5,103050.0
29,5,1981.0,6.0,,22.1,12.0,7.8,101730.0
30,5,1981.0,7.0,205.0,16.7,13.0,9.4,101830.0
31,5,1981.0,6.0,256.0,19.6,14.4,8.6,101640.0
1,6,1981.0,1.0,309.0,27.2,16.8,11.6,101670.0
2,6,1981.0,3.0,251.0,23.5,15.6,9.5,101550.0
3,6,1981.0,8.0,79.0,19.6,13.0,9.5,101810.0
4,6,1981.0,5.0,220.0,22.8,18.6,13.0,101970.0
5,6,1981.0,5.0,243.0,16.1,12.4,8.0,101700.0
6,6,1981.0,7.0,185.0,16.4,15.8,12.2,101970.0
7,6,1981.0,4.0,251.0,22.4,16.4,10.9,102770.0
8,6,1981.0,7.0,104.0,18.9,15.6,11.1,101300.0
9,6,1981.0,5.0,253.0,20.4,18.8,11.2,101940.0
10,6,1981.0,7.0,166.0,22.2,16.1,12.0,101560.0
11,6,1981.0,7.0,146.0,19.4,13.4,10.0,101870.0
12,6,1981.0,5.0,249.0,19.7,14.2,10.8,102560.0
13,6,1981.0,7.0,137.0,18.4,13.8,9.9,102320.0
14,6,1981.0,6.0,172.0,16.3,16.0,9.0,101380.0
15,6,1981.0,6.0,174.0,23.4,15.1,12.2,101370.0
16,6,1981.0,4.0,274.0,22.2,15.6,10.0,102230.0
17,6,1981.0,6.0,253.0,21.1,17.8,12.8,101440.0
18,6,1981.0,7.0,137.0,22.2,14.2,9.9,101380.0
19,6,1981.0,5.0,219.0,20.8,15.8,11.1,101740.0
20,6,1981.0,7.0,145.0,23.0,15.2,10.5,101710.0
21,6,1981.0,6.0,241.0,22.9,16.5,11.3,100930.0
22,6,1981.0,6.0,190.0,22.8,17.0,12.6,101910.0
23,6,1981.0,7.0,130.0,19.8,17.8,14.3,101050.0
24,6,1981.0,6.0,183.0,20.2,16.9,13.9,101040.0
25,6,1981.0,2.0,289.0,23.0,17.6,10.9,102040.0
26,6,1981.0,6.0,108.0,17.2,12.2,9.2,101670.0
27,6,1981.0,4.0,238.0,28.1,18.8,12.6,101980.0
28,6,1981.0,6.0,238.0,21.3,16.2,11.6,100600.0
29,6,1981.0,5.0,238.0,22.5,14.1,7.6,100800.0
30,6,1981.0,5.0,251.0,19.8,16.8,11.0,101960.0
1,7,1981.0,4.0,321.0,27.8,19.8,12.6,102090.0
2,7,1981.0,3.0,270.0,17.8,16.6,10.5,101820.0
3,7,1981.0,7.0,186.0,18.7,19.6,15.6,101940.0
4,7,1981.0,6.0,297.0,25.4,17.0,12.4,101900.0
5,7,1981.0,4.0,271.0,22.3,16.0,12.6,102210.0
6,7,1981.0,7.0,81.0,24.1,20.6,16.3,100620.0
7,7,1981.0,7.0,89.0,19.5,16.3,13.0,101550.0
8,7,1981.0,4.0,259.0,28.8,20.6,15.2,102240.0
9,7,1981.0,7.0,174.0,22.7,18.6,14.4,100910.0
10,7,1981.0,6.0,180.0,20.7,18.2,13.9,101960.0
11,7,1981.0,5.0,272.0,24.2,18.2,13.1,101600.0
12,7,1981.0,7.0,89.0,20.7,13.6,10.0,102110.0
13,7,1981.0,3.0,329.0,24.1,19.6,11.9,101870.0
14,7,1981.0,7.0,79.0,19.0,14.2,12.9,101350.0
15,7,1981.0,5.0,238.0,22.0,14.3,11.9,101720.0
16,7,1981.0,4.0,347.0,26.4,19.7,12.7,102030.0
17,7,1981.0,5.0,218.0,22.6,17.6,12.0,101730.0
18,7,1981.0,6.0,202.0,19.1,20.6,14.7,101200.0
19,7,1981.0,6.0,179.0,25.5,22.2,16.4,101600.0
20,7,1981.0,3.0,249.0,29.6,21.7,14.8,102030.0
21,7,1981.0,3.0,283.0,25.3,21.7,14.3,102380.0
22,7,1981.0,7.0,81.0,24.6,17.0,14.0,101930.0
23,7,1981.0,7.0,154.0,22.3,18.4,13.7,101930.0
24,7,1981.0,5.0,257.0,28.5,18.2,14.6,101900.0
25,7,1981.0,7.0,242.0,21.6,18.8,12.8,101430.0
26,7,1981.0,6.0,213.0,21.0,16.8,10.1,102350.0
27,7,1981.0,5.0,255.0,15.3,17.7,11.6,101220.0
28,7,1981.0,7.0,130.0,20.7,16.0,13.0,101930.0
29,7,1981.0,3.0,292.0,22.1,18.4,9.4,102010.0
30,7,1981.0,5.0,267.0,24.4,20.8,16.2,101830.0
31,7,1981.0,3.0,276.0,25.9,18.2,13.7,102700.0
1,8,1981.0,4.0,232.0,26.8,21.8,15.4,102040.0
2,8,1981.0,3.0,231.0,27.6,17.0,10.4,102720.0
3,8,1981.0,6.0,254.0,22.0,21.4,14.0,101820.0
4,8,1981.0,4.0,245.0,21.6,8.7,3.6,100960.0
5,8,1981.0,7.0,249.0,21.6,17.0,12.9,101790.0
6,8,1981.0,7.0,75.0,21.7,16.4,14.2,101750.0
7,8,1981.0,7.0,105.0,19.9,14.6,11.5,101360.0
8,8,1981.0,2.0,242.0,25.5,22.6,17.8,101800.0
9,8,1981.0,6.0,193.0,18.6,16.6,13.9,101240.0
10,8,1981.0,8.0,76.0,20.9,17.9,13.5,101470.0
11,8,1981.0,7.0,89.0,19.7,18.0,14.5,101640.0
12,8,1981.0,5.0,248.0,24.4,18.2,13.9,101420.0
13,8,1981.0,7.0,61.0,19.2,13.2,8.6,101450.0
14,8,1981.0,3.0,347.0,31.4,19.8,14.0,102310.0
15,8,1981.0,4.0,130.0,15.5,14.4,10.4,99840.0
16,8,1981.0,6.0,236.0,22.3,19.2,14.9,101840.0
17,8,1981.0,6.0,170.0,21.2,19.8,15.6,101640.0
18,8,1981.0,6.0,130.0,18.2,16.0,11.8,101840.0
19,8,1981.0,4.0,211.0,20.6,18.2,13.5,102220.0
20,8,1981.0,7.0,140.0,20.1,18.6,16.2,101800.0
21,8,1981.0,7.0,153.0,25.2,18.7,17.5,101680.0
22,8,1981.0,6.0,178.0,19.9,16.4,13.3,101770.0
23,8,1981.0,3.0,240.0,25.1,18.4,11.1,101740.0
24,8,1981.0,4.0,222.0,23.0,16.6,11.5,101650.0
25,8,1981.0,5.0,220.0,19.2,13.8,9.4,101580.0
26,8,1981.0,4.0,252.0,19.9,13.8,5.9,101470.0
27,8,1981.0,8.0,116.0,26.6,20.0,16.6,101970.0
28,8,1981.0,8.0,79.0,20.1,16.0,14.3,101300.0
29,8,1981.0,7.0,97.0,26.7,,18.7,101480.0
30,8,1981.0,5.0,224.0,23.0,17.3,12.0,102160.0
31,8,1981.0,6.0,151.0,22.1,19.2,14.6,100920.0
1,9,1981.0,8.0,64.0,17.8,15.0,13.1,101750.0
2,9,1981.0,5.0,154.0,18.6,17.1,12.1,102460.0
3,9,1981.0,6.0,174.0,18.6,15.6,11.2,102030.0
4,9,1981.0,7.0,79.0,20.9,17.0,15.4,102450.0
5,9,1981.0,4.0,119.0,18.6,10.8,5.2,101490.0
6,9,1981.0,5.0,189.0,19.9,16.2,11.4,101900.0
7,9,1981.0,5.0,137.0,22.1,16.8,12.6,102470.0
8,9,1981.0,5.0,153.0,19.9,11.2,7.6,100920.0
9,9,1981.0,7.0,115.0,16.1,13.4,9.2,101400.0
10,9,1981.0,5.0,125.0,15.0,13.0,,102300.0
11,9,1981.0,4.0,125.0,18.5,12.0,9.3,102160.0
12,9,1981.0,5.0,187.0,23.0,15.5,10.8,101550.0
13,9,1981.0,8.0,71.0,18.7,16.7,13.5,101270.0
14,9,1981.0,6.0,50.0,19.1,17.7,15.3,101030.0
15,9,1981.0,5.0,153.0,17.1,15.6,9.5,101390.0
16,9,1981.0,4.0,136.0,16.3,15.6,11.3,102300.0
17,9,1981.0,8.0,56.0,17.4,15.4,14.0,100790.0
18,9,1981.0,5.0,205.0,19.4,18.6,14.0,101380.0
19,9,1981.0,6.0,167.0,21.4,17.2,11.3,101710.0
20,9,1981.0,7.0,67.0,15.1,13.3,10.5,101310.0
21,9,1981.0,4.0,210.0,17.1,15.8,10.5,102570.0
22,9,1981.0,6.0,52.0,18.8,18.2,15.6,101370.0
23,9,1981.0,6.0,154.0,18.5,14.5,11.2,101970.0
24,9,1981.0,5.0,134.0,16.9,12.2,9.7,103640.0
25,9,1981.0,5.0,136.0,14.6,10.6,6.9,101830.0
26,9,1981.0,2.0,166.0,20.4,20.5,15.2,101880.0
27,9,1981.0,7.0,38.0,19.3,13.0,10.0,102350.0
28,9,1981.0,6.0,51.0,13.9,12.2,9.5,102960.0
29,9,1981.0,7.0,45.0,18.5,16.6,13.5,101960.0
30,9,1981.0,5.0,66.0,17.6,13.8,8.5,102650.0
1,10,1981.0,4.0,110.0,12.9,9.9,5.8,102370.0
2,10,1981.0,0.0,150.0,17.1,12.4,8.6,102060.0
3,10,1981.0,8.0,63.0,13.3,11.6,8.9,101750.0
4,10,1981.0,5.0,66.0,17.1,13.2,9.7,100810.0
5,10,1981.0,5.0,111.0,16.8,11.4,8.9,102100.0
6,10,1981.0,7.0,36.0,15.6,12.4,9.5,102300.0
7,10,1981.0,5.0,66.0,12.9,9.4,5.9,101020.0
8,10,1981.0,4.0,88.0,12.2,8.0,2.9,101880.0
9,10,1981.0,6.0,56.0,14.3,10.0,9.7,101310.0
10,10,1981.0,5.0,71.0,15.7,11.4,5.0,101080.0
11,10,1981.0,7.0,53.0,13.4,10.9,6.4,100750.0
12,10,1981.0,6.0,50.0,16.2,11.6,7.0,101480.0
13,10,1981.0,7.0,37.0,14.9,11.2,9.4,101000.0
14,10,1981.0,8.0,36.0,11.5,10.4,9.4,100520.0
15,10,1981.0,7.0,26.0,11.5,9.8,5.6,100450.0
16,10,1981.0,5.0,69.0,12.4,9.8,5.7,101870.0
17,10,1981.0,7.0,30.0,10.5,8.6,6.0,99040.0
18,10,1981.0,5.0,88.0,14.1,13.3,9.3,102600.0
19,10,1981.0,7.0,52.0,16.6,11.0,8.5,101530.0
20,10,1981.0,8.0,25.0,13.5,9.4,5.4,101360.0
21,10,1981.0,6.0,57.0,13.1,9.0,4.5,101850.0
22,10,1981.0,7.0,27.0,12.3,10.8,8.1,102210.0
23,10,1981.0,7.0,60.0,16.2,10.6,8.2,101590.0
24,10,1981.0,7.0,31.0,18.6,15.4,12.5,101550.0
25,10,1981.0,6.0,131.0,18.1,13.8,9.6,101200.0
26,10,1981.0,7.0,62.0,13.1,11.3,8.9,102060.0
27,10,1981.0,5.0,29.0,9.8,4.6,-0.6,102750.0
28,10,1981.0,8.0,34.0,18.1,14.8,10.2,102110.0
29,10,1981.0,5.0,51.0,14.0,8.2,5.7,99860.0
30,10,1981.0,6.0,71.0,17.6,13.8,9.1,102020.0
31,10,1981.0,4.0,82.0,15.9,12.8,9.9,99650.0
1,11,1981.0,7.0,19.0,13.6,10.0,7.6,102190.0
2,11,1981.0,5.0,64.0,11.7,5.4,1.6,101550.0
3,11,1981.0,8.0,27.0,11.5,10.6,8.6,99760.0
4,11,1981.0,6.0,38.0,10.2,6.8,4.2,101550.0
5,11,1981.0,7.0,23.0,14.3,7.0,1.0,102580.0
6,11,1981.0,4.0,95.0,18.7,15.0,11.2,102840.0
7,11,1981.0,5.0,44.0,14.1,8.7,5.6,102970.0
8,11,1981.0,7.0,67.0,15.4,11.6,7.8,99350.0
9,11,1981.0,4.0,39.0,14.3,8.1,3.5,101870.0
10,11,1981.0,7.0,16.0,12.1,5.6,0.6,101520.0
11,11,1981.0,8.0,15.0,13.3,7.0,3.5,102640.0
12,11,1981.0,5.0,45.0,11.7,10.5,8.5,102580.0
13,11,1981.0,3.0,68.0,6.8,4.2,0.3,100790.0
14,11,1981.0,7.0,27.0,13.1,8.8,4.4,102540.0
15,11,1981.0,7.0,16.0,11.8,5.7,1.9,101970.0
16,11,1981.0,5.0,27.0,10.1,7.6,4.6,101160.0
17,11,1981.0,8.0,16.0,5.7,5.4,2.5,102010.0
18,11,1981.0,7.0,16.0,6.0,6.0,5.0,100880.0
19,11,1981.0,6.0,77.0,12.3,7.2,4.2,102320.0
20,11,1981.0,3.0,39.0,5.0,2.7,-2.6,102320.0
21,11,1981.0,4.0,42.0,5.5,1.5,-0.5,101170.0
22,11,1981.0,4.0,95.0,12.4,13.5,9.4,101550.0
23,11,1981.0,7.0,16.0,9.9,11.2,9.7,101520.0
24,11,1981.0,4.0,67.0,13.9,12.8,9.1,101500.0
25,11,1981.0,8.0,21.0,12.9,7.2,3.0,100840.0
26,11,1981.0,7.0,17.0,4.8,0.6,-2.7,101370.0
27,11,1981.0,5.0,28.0,9.6,6.0,4.5,100840.0
28,11,1981.0,6.0,25.0,12.9,6.2,2.5,102040.0
29,11,1981.0,4.0,100.0,16.1,13.6,12.3,102320.0
30,11,1981.0,8.0,16.0,13.4,7.8,2.9,102710.0
1,12,1981.0,8.0,13.0,9.0,10.8,8.0,99300.0
2,12,1981.0,7.0,22.0,5.8,1.4,-2.3,103390.0
3,12,1981.0,8.0,13.0,13.6,11.8,12.2,101350.0
4,12,1981.0,6.0,13.0,9.3,6.1,0.7,102310.0
5,12,1981.0,8.0,13.0,9.5,9.2,8.2,101380.0
6,12,1981.0,8.0,12.0,12.9,8.0,6.0,100610.0
7,12,1981.0,8.0,13.0,9.0,5.4,2.5,100950.0
8,12,1981.0,8.0,14.0,7.7,3.3,1.2,99170.0
9,12,1981.0,4.0,45.0,7.8,5.6,0.9,101310.0
10,12,1981.0,8.0,12.0,4.8,4.2,1.1,100120.0
11,12,1981.0,7.0,19.0,9.4,9.9,7.8,102090.0
12,12,1981.0,,12.0,1.7,-2.1,-2.2,102710.0
13,12,1981.0,8.0,12.0,9.3,6.7,0.4,102840.0
14,12,1981.0,4.0,38.0,5.7,2.8,1.4,100740.0
15,12,1981.0,8.0,14.0,2.7,6.3,1.4,100170.0
16,12,1981.0,7.0,12.0,6.0,1.6,-1.7,102780.0
17,12,1981.0,8.0,13.0,11.3,8.8,7.3,101560.0
18,12,1981.0,8.0,12.0,13.3,12.3,9.9,103170.0
19,12,1981.0,3.0,42.0,6.6,7.4,5.9,103250.0
20,12,1981.0,4.0,45.0,9.9,7.2,7.0,102510.0
21,12,1981.0,2.0,49.0,12.0,6.8,3.4,103640.0
22,12,1981.0,8.0,12.0,9.1,5.6,1.2,101290.0
23,12,1981.0,8.0,12.0,4.7,3.3,2.7,103730.0
24,12,1981.0,3.0,12.0,5.3,2.6,-1.7,103480.0
25,12,1981.0,8.0,13.0,6.0,3.0,1.4,100980.0
26,12,1981.0,7.0,12.0,1.8,-0.2,-4.8,102620.0
27,12,1981.0,5.0,53.0,8.5,5.0,3.9,101850.0
28,12,1981.0,7.0,13.0,6.5,8.0,5.4,102620.0
29,12,1981.0,7.0,12.0,9.4,3.0,-1.5,103740.0
30,12,1981.0,8.0,12.0,4.5,3.9,2.8,103860.0
31,12,1981.0,6.0,47.0,7.1,6.2,5.9,99500.0
1,1,1982.0,8.0,13.0,4.9,1.8,0.5,103430.0
2,1,1982.0,5.0,62.0,3.3,0.8,-3.9,99710.0
3,1,1982.0,6.0,17.0,11.1,5.6,2.5,103660.0
4,1,1982.0,8.0,13.0,10.8,8.0,5.1,103570.0
5,1,1982.0,8.0,18.0,11.1,5.6,3.2,102210.0
6,1,1982.0,6.0,64.0,9.9,6.0,3.5,101620.0
7,1,1982.0,5.0,57.0,9.5,3.4,-0.9,101320.0
8,1,1982.0,8.0,16.0,5.4,4.6,2.0,101940.0
9,1,1982.0,6.0,15.0,5.7,1.8,-1.6,103210.0
10,1,1982.0,4.0,41.0,4.3,3.9,1.3,103010.0
11,1,1982.0,5.0,16.0,6.9,5.5,1.0,101470.0
12,1,1982.0,6.0,12.0,5.8,3.5,0.2,100960.0
13,1,1982.0,8.0,18.0,10.9,8.4,5.9,102440.0
14,1,1982.0,2.0,57.0,7.6,2.4,-1.0,101610.0
15,1,1982.0,3.0,41.0,14.0,5.1,0.5,103310.0
16,1,1982.0,8.0,16.0,7.5,5.0,1.6,101160.0
17,1,1982.0,7.0,18.0,12.7,8.2,5.9,102210.0
18,1,1982.0,6.0,16.0,7.0,6.0,4.0,99890.0
19,1,1982.0,8.0,13.0,6.0,2.8,1.8,103300.0
20,1,1982.0,8.0,12.0,8.8,5.6,2.5,100570.0
21,1,1982.0,4.0,50.0,2.7,1.6,-2.3,100850.0
22,1,1982.0,7.0,15.0,10.8,4.0,-1.0,102730.0
23,1,1982.0,6.0,16.0,4.0,-0.7,1.8,102260.0
24,1,1982.0,8.0,15.0,4.0,1.0,-1.8,102770.0
25,1,1982.0,1.0,64.0,3.8,0.1,-4.4,103420.0
26,1,1982.0,7.0,17.0,11.6,7.2,5.7,101470.0
27,1,1982.0,7.0,25.0,7.8,5.4,4.7,102740.0
28,1,1982.0,7.0,23.0,5.3,1.7,-2.7,102940.0
29,1,1982.0,5.0,45.0,4.1,1.0,-0.8,102130.0
30,1,1982.0,4.0,59.0,11.0,3.9,-2.6,102150.0
31,1,1982.0,4.0,40.0,2.6,-0.4,-2.3,100430.0
1,2,1982.0,4.0,51.0,7.3,-0.7,-4.3,102530.0
2,2,1982.0,6.0,51.0,12.4,8.8,4.1,101520.0
3,2,1982.0,6.0,35.0,8.5,4.2,-1.3,101950.0
4,2,1982.0,5.0,46.0,13.1,5.6,-0.5,102320.0
5,2,1982.0,6.0,69.0,10.9,8.6,7.3,102530.0
6,2,1982.0,5.0,104.0,12.0,10.0,8.5,101350.0
7,2,1982.0,5.0,57.0,11.6,5.8,0.5,103980.0
8,2,1982.0,5.0,55.0,8.8,4.8,0.2,103870.0
9,2,1982.0,5.0,54.0,5.6,3.0,1.3,101400.0
10,2,1982.0,3.0,94.0,10.4,7.4,2.5,102690.0
11,2,1982.0,5.0,64.0,6.0,2.7,0.9,102720.0
12,2,1982.0,6.0,36.0,5.8,3.6,-0.6,102390.0
13,2,1982.0,8.0,28.0,6.9,7.3,6.5,100740.0
14,2,1982.0,2.0,101.0,3.8,1.8,-0.4,102790.0
15,2,1982.0,7.0,12.0,12.3,10.0,9.2,102340.0
16,2,1982.0,7.0,28.0,6.9,4.5,0.7,102380.0
17,2,1982.0,8.0,21.0,11.4,7.3,4.3,101610.0
18,2,1982.0,8.0,50.0,4.9,5.8,3.5,100930.0
19,2,1982.0,4.0,49.0,3.1,0.8,-2.7,102450.0
20,2,1982.0,6.0,47.0,5.7,4.4,1.3,102610.0
21,2,1982.0,7.0,71.0,-1.7,-3.6,-2.1,101850.0
22,2,1982.0,8.0,28.0,10.1,4.0,-1.6,101850.0
23,2,1982.0,7.0,46.0,9.8,6.0,1.0,102370.0
24,2,1982.0,8.0,21.0,4.2,3.6,1.7,100510.0
25,2,1982.0,8.0,24.0,4.0,0.2,-2.5,99450.0
26,2,1982.0,8.0,25.0,3.9,2.8,1.3,100620.0
27,2,1982.0,7.0,29.0,8.8,3.6,-2.2,102720.0
28,2,1982.0,6.0,29.0,12.0,8.8,6.4,102180.0
1,3,1982.0,4.0,124.0,9.9,5.8,3.5,100910.0
2,3,1982.0,6.0,96.0,9.1,3.5,-2.4,100630.0
3,3,1982.0,6.0,116.0,11.4,7.8,2.2,99330.0
4,3,1982.0,7.0,63.0,12.5,10.1,7.5,102520.0
5,3,1982.0,6.0,93.0,10.6,7.2,2.8,101720.0
6,3,1982.0,8.0,49.0,11.2,4.7,0.6,100610.0
7,3,1982.0,6.0,137.0,12.4,8.3,6.5,102370.0
8,3,1982.0,7.0,69.0,9.0,6.4,0.7,101300.0
9,3,1982.0,5.0,95.0,11.9,7.6,3.2,102210.0
10,3,1982.0,6.0,111.0,9.0,7.9,2.0,101470.0
11,3,1982.0,6.0,56.0,9.5,3.1,-1.2,101910.0
12,3,1982.0,7.0,70.0,11.2,4.8,1.9,103370.0
13,3,1982.0,5.0,67.0,8.3,6.4,1.6,102570.0
14,3,1982.0,6.0,64.0,8.5,8.0,6.0,102730.0
15,3,1982.0,8.0,50.0,7.2,2.9,-1.4,102370.0
16,3,1982.0,7.0,57.0,9.2,3.6,0.9,100400.0
17,3,1982.0,6.0,61.0,11.8,12.0,8.7,101190.0
18,3,1982.0,6.0,95.0,12.3,5.1,0.7,100790.0
19,3,1982.0,6.0,174.0,13.0,15.4,11.8,101870.0
20,3,1982.0,2.0,141.0,12.5,5.7,0.4,100770.0
21,3,1982.0,7.0,73.0,5.9,4.0,1.6,101370.0
22,3,1982.0,6.0,124.0,15.8,11.8,9.9,102410.0
23,3,1982.0,8.0,56.0,7.5,2.7,-1.8,100560.0
24,3,1982.0,6.0,78.0,15.0,9.4,2.5,100880.0
25,3,1982.0,6.0,125.0,10.3,8.6,6.1,99470.0
26,3,1982.0,8.0,70.0,6.8,7.6,5.4,101380.0
27,3,1982.0,6.0,86.0,13.0,8.8,5.5,101060.0
28,3,1982.0,6.0,65.0,11.0,9.2,7.7,100940.0
29,3,1982.0,6.0,90.0,10.4,5.8,2.8,101710.0
30,3,1982.0,4.0,152.0,9.3,8.0,5.0,102110.0
31,3,1982.0,7.0,83.0,11.1,5.0,0.6,102350.0
1,4,1982.0,7.0,67.0,11.1,11.6,8.2,101310.0
2,4,1982.0,5.0,173.0,14.3,8.8,2.1,102560.0
3,4,1982.0,7.0,71.0,8.6,7.8,5.4,102200.0
4,4,1982.0,0.0,211.0,23.6,15.6,8.1,101900.0
5,4,1982.0,3.0,231.0,4.2,0.4,-1.0,101620.0
6,4,1982.0,8.0,51.0,10.2,2.9,-1.4,100860.0
7,4,1982.0,8.0,86.0,12.8,7.2,4.5,100470.0
8,4,1982.0,7.0,85.0,19.5,10.8,7.6,101710.0
9,4,1982.0,6.0,158.0,14.1,9.2,4.4,100780.0
10,4,1982.0,7.0,137.0,13.9,7.4,3.4,101550.0
11,4,1982.0,8.0,79.0,10.0,7.0,4.6,101300.0
12,4,1982.0,7.0,80.0,10.0,9.2,5.7,100830.0
13,4,1982.0,5.0,158.0,17.0,7.2,0.6,102990.0
14,4,1982.0,5.0,201.0,14.2,10.3,6.0,102060.0
15,4,1982.0,6.0,178.0,9.5,6.0,1.5,102390.0
16,4,1982.0,6.0,97.0,11.6,7.2,3.2,100740.0
17,4,1982.0,2.0,210.0,15.5,13.5,8.6,102320.0
18,4,1982.0,7.0,152.0,14.2,11.0,6.9,100900.0
19,4,1982.0,7.0,143.0,16.9,8.9,4.0,102210.0
20,4,1982.0,5.0,168.0,14.0,13.1,9.0,101240.0
21,4,1982.0,5.0,152.0,14.6,9.7,5.1,103600.0
22,4,1982.0,7.0,84.0,13.5,8.8,6.8,100460.0
23,4,1982.0,7.0,88.0,8.9,4.2,0.2,101290.0
24,4,1982.0,6.0,96.0,13.4,11.4,7.0,103580.0
25,4,1982.0,8.0,84.0,13.9,10.2,7.2,102880.0
26,4,1982.0,5.0,222.0,20.4,6.6,1.7,102360.0
27,4,1982.0,6.0,174.0,13.5,6.6,-1.5,100890.0
28,4,1982.0,7.0,82.0,13.4,9.8,7.4,101870.0
29,4,1982.0,6.0,199.0,18.8,12.8,7.1,101860.0
30,4,1982.0,7.0,103.0,13.8,7.6,2.7,101810.0
1,5,1982.0,3.0,253.0,14.8,8.0,4.5,101470.0
2,5,1982.0,4.0,279.0,20.5,16.0,10.0,101900.0
3,5,1982.0,6.0,248.0,17.7,8.8,2.7,100640.0
4,5,1982.0,7.0,103.0,16.2,10.2,6.5,100640.0
5,5,1982.0,7.0,140.0,12.8,8.6,5.0,102740.0
6,5,1982.0,7.0,66.0,20.4,15.0,11.5,101310.0
7,5,1982.0,7.0,110.0,16.7,11.1,7.6,102800.0
8,5,1982.0,5.0,256.0,19.2,14.2,8.0,102970.0
9,5,1982.0,4.0,223.0,22.2,14.2,8.6,102040.0
10,5,1982.0,5.0,213.0,21.6,16.9,10.0,100740.0
